duration,num_subscribers,influencer,dow,views,view_rate,has_tags,prod_focus,reach,media_type,post_type,influencer_type,FTC_Converted,In_Person_Converted,Giveaway_Converted,Reoccuring_Converted,ViewRate_Binary,id
840,217060,TBTV Toy Adventures,Saturday,244327,118.1,0,1,Large Scale (100K-500K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,982
843,217060,TBTV Toy Adventures,Sunday,2549115,1232.21,0,1,Large Scale (100K-500K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,983
703,217060,TBTV Toy Adventures,Monday,28306,13.68,0,1,Large Scale (100K-500K),Likely Organic,Storytelling,Storyteller,0,0,0,0,0,984
1585,217060,TBTV Toy Adventures,Tuesday,78519,37.96,0,1,Large Scale (100K-500K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,985
658,217060,TBTV Toy Adventures,Wednesday,37679,18.21,0,1,Large Scale (100K-500K),Likely Organic,Unboxing,Storyteller,0,0,0,0,1,986
973,217060,TBTV Toy Adventures,Thursday,174111,84.16,0,1,Large Scale (100K-500K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,987
601,217060,TBTV Toy Adventures,Monday,45869,22.17,0,1,Micro (<10K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,988
1202,217060,TBTV Toy Adventures,Tuesday,8193,3.96,0,1,Micro (<10K),Likely Organic,Storytelling,Storyteller,0,0,0,0,0,989
810,217061,TBTV Toy Adventures,Tuesday,25306,12.23,0,1,Micro (<10K),Likely Organic,Storytelling,Storyteller,0,0,0,0,0,990
555,217061,TBTV Toy Adventures,Tuesday,64532,31.19,0,1,Micro (<10K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,991
568,217061,TBTV Toy Adventures,Saturday,64884,31.36,0,1,Micro (<10K),Likely Organic,Unboxing,Storyteller,0,0,0,0,1,992
539,217061,TBTV Toy Adventures,Sunday,8211,3.97,0,1,Micro (<10K),Likely Organic,Storytelling,Storyteller,0,0,0,0,0,993
1529,217061,TBTV Toy Adventures,Monday,74001,35.77,0,1,Micro (<10K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,994
668,217061,TBTV Toy Adventures,Monday,21119,10.21,0,1,Micro (<10K),Likely Organic,Storytelling,Storyteller,0,0,0,0,0,995
1282,217061,TBTV Toy Adventures,Tuesday,312633,151.12,0,1,Micro (<10K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,996
735,217061,TBTV Toy Adventures,Wednesday,44198,21.36,0,1,Micro (<10K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,997
1162,217061,TBTV Toy Adventures,Thursday,38053,18.39,0,1,Micro (<10K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,998
1121,217061,TBTV Toy Adventures,Saturday,131899,63.76,0,1,Micro (<10K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,999
840,217061,TBTV Toy Adventures,Saturday,244327,118.1,0,1,Micro (<10K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,1000
843,217061,TBTV Toy Adventures,Sunday,2549115,1232.21,0,1,Micro (<10K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,1001
703,217061,TBTV Toy Adventures,Monday,28306,13.68,0,1,Micro (<10K),Likely Organic,Storytelling,Storyteller,0,0,0,0,0,1002
1585,217061,TBTV Toy Adventures,Tuesday,78519,37.96,0,1,Micro (<10K),Likely Organic,Unboxing,Storyteller,0,0,0,0,1,1003
658,217061,TBTV Toy Adventures,Wednesday,37679,18.21,0,1,Micro (<10K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,1004
973,217061,TBTV Toy Adventures,Thursday,174111,84.16,0,1,Micro (<10K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,1005
849,217061,TBTV Toy Adventures,Friday,12139,5.87,0,1,Micro (<10K),Likely Organic,Storytelling,Storyteller,0,0,0,0,0,1006
957,217062,TBTV Toy Adventures,Friday,58635,28.34,0,1,Micro (<10K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,1007
1143,217062,TBTV Toy Adventures,Friday,234171,113.2,0,1,Micro (<10K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,1008
607,217062,TBTV Toy Adventures,Saturday,32567,15.74,0,1,Micro (<10K),Likely Organic,Unboxing,Storyteller,0,0,0,0,1,1009
1264,217062,TBTV Toy Adventures,Sunday,141067,68.19,0,1,Micro (<10K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,1010
1040,217062,TBTV Toy Adventures,Saturday,148764,71.91,0,1,Micro (<10K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,1011
951,217062,TBTV Toy Adventures,Monday,113654,54.94,0,1,Micro (<10K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,1012
1100,217062,TBTV Toy Adventures,Tuesday,193679,93.63,0,1,Micro (<10K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,1013
969,217062,TBTV Toy Adventures,Wednesday,39423,19.06,0,1,Micro (<10K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,1014
813,217062,TBTV Toy Adventures,Wednesday,25572,12.36,0,1,Micro (<10K),Likely Organic,Storytelling,Storyteller,0,0,0,0,0,1015
715,217062,TBTV Toy Adventures,Thursday,282911,136.76,0,1,Micro (<10K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,1016
736,217062,TBTV Toy Adventures,Thursday,13201,6.38,0,1,Micro (<10K),Likely Organic,Storytelling,Storyteller,0,0,0,0,0,1017
1034,217062,TBTV Toy Adventures,Tuesday,310079,149.9,0,1,Micro (<10K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,1018
987,217062,TBTV Toy Adventures,Thursday,21473,10.38,0,1,Micro (<10K),Likely Organic,Unboxing,Storyteller,0,0,0,0,0,1019
805,217062,TBTV Toy Adventures,Thursday,19831,9.59,0,1,Micro (<10K),Likely Organic,Storytelling,Storyteller,0,0,0,0,0,1020
1172,217062,TBTV Toy Adventures,Monday,1159599,560.57,0,1,Micro (<10K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,1021
697,217062,TBTV Toy Adventures,Friday,58202,28.14,0,1,Micro (<10K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,1022
783,217062,TBTV Toy Adventures,Friday,15870,7.67,0,1,Micro (<10K),Likely Organic,Storytelling,Storyteller,0,0,0,0,0,1023
1135,217062,TBTV Toy Adventures,Saturday,128721,62.23,0,1,Micro (<10K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,1024
1176,217062,TBTV Toy Adventures,Tuesday,152784,73.86,0,1,Micro (<10K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,1025
959,217062,TBTV Toy Adventures,Thursday,316004,152.76,0,1,Micro (<10K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,1026
646,217062,TBTV Toy Adventures,Thursday,73692,35.62,0,1,Micro (<10K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,1027
1135,217062,TBTV Toy Adventures,Friday,452789,218.89,0,1,Micro (<10K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,1028
850,217062,TBTV Toy Adventures,Monday,167590,81.02,0,1,Micro (<10K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,1029
391,217062,TBTV Toy Adventures,Friday,35359,17.09,0,1,Micro (<10K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,1030
1162,217062,TBTV Toy Adventures,Tuesday,184578,89.23,0,1,Micro (<10K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,1031
965,217062,TBTV Toy Adventures,Wednesday,418202,202.18,0,1,Micro (<10K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,1032
1240,217062,TBTV Toy Adventures,Saturday,290875,140.62,0,1,Micro (<10K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,1033
866,217062,TBTV Toy Adventures,Tuesday,367556,177.7,0,1,Micro (<10K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,1034
245,217063,TBTV Toy Adventures,Monday,48871,23.63,0,1,Micro (<10K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,1035
1363,217063,TBTV Toy Adventures,Monday,32376,15.65,0,1,Micro (<10K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,1036
1122,6387,TBTV Toy Surprises,Wednesday,234563,3860.48,0,1,Micro (<10K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,1037
913,6387,TBTV Toy Surprises,Thursday,59464,978.67,0,1,Micro (<10K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,1038
1068,6387,TBTV Toy Surprises,Tuesday,33979,559.23,0,1,Micro (<10K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,1039
905,6387,TBTV Toy Surprises,Friday,45848,754.58,0,1,Micro (<10K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,1040
872,6387,TBTV Toy Surprises,Tuesday,32063,527.7,0,1,Micro (<10K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,1041
728,6388,TBTV Toy Surprises,Monday,25128,413.56,0,1,Micro (<10K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,1042
1179,6388,TBTV Toy Surprises,Monday,41819,688.27,0,1,Micro (<10K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,1043
937,6388,TBTV Toy Surprises,Wednesday,5268,86.7,0,1,Micro (<10K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,1044
347,6388,TBTV Toy Surprises,Thursday,3775,62.13,0,1,Micro (<10K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,1045
994,6388,TBTV Toy Surprises,Friday,13949,229.58,0,1,Micro (<10K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,1046
873,6388,TBTV Toy Surprises,Saturday,68217,1122.73,0,1,Micro (<10K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,1047
595,6388,TBTV Toy Surprises,Wednesday,2194,36.11,0,1,Micro (<10K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,1048
420,6388,TBTV Toy Surprises,Thursday,27730,456.39,0,1,Micro (<10K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,1049
1005,6388,TBTV Toy Surprises,Friday,6063,99.79,0,1,Micro (<10K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,1050
951,6388,TBTV Toy Surprises,Saturday,8967,147.58,0,1,Micro (<10K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,1051
553,6388,TBTV Toy Surprises,Sunday,6653,109.5,0,1,Micro (<10K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,1052
628,6388,TBTV Toy Surprises,Monday,11420,187.95,0,1,Micro (<10K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,1053
386,6388,TBTV Toy Surprises,Tuesday,7216,118.76,0,1,Micro (<10K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,1054
341,6388,TBTV Toy Surprises,Wednesday,7556,124.36,0,1,Micro (<10K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,1055
991,6388,TBTV Toy Surprises,Thursday,8737,143.8,0,1,Micro (<10K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,1056
723,6388,TBTV Toy Surprises,Friday,22728,374.06,0,1,Micro (<10K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,1057
991,6388,TBTV Toy Surprises,Saturday,9089,149.59,0,1,Micro (<10K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,1058
777,6388,TBTV Toy Surprises,Monday,7668,126.2,0,1,Micro (<10K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,1059
724,6388,TBTV Toy Surprises,Tuesday,12399,204.07,0,1,Micro (<10K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,1060
660,6388,TBTV Toy Surprises,Thursday,12243,201.5,0,1,Micro (<10K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,1061
678,6388,TBTV Toy Surprises,Friday,6909,113.71,0,1,Micro (<10K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,1062
677,6388,TBTV Toy Surprises,Saturday,9778,160.93,0,1,Micro (<10K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,1063
547,577,Tenille Lafontaine,Monday,18,3.15,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,0,
0,0,Tenille Lafontaine,Monday,0,0,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,0,
186,245,The Cool Kids Channel,Sunday,171,88.6,0,1,Micro (<10K),Likely Organic,Review/Product Shoutout,Kid Toy,0,0,0,0,1,
208,245,The Cool Kids Channel,Sunday,133,68.91,0,1,Micro (<10K),Likely Organic,Review/Product Shoutout,Kid Toy,0,0,0,0,1,
223,245,The Cool Kids Channel,Sunday,256,132.64,0,1,Micro (<10K),Likely Organic,Review/Product Shoutout,Kid Toy,0,0,0,0,1,
313,245,The Cool Kids Channel,Wednesday,174,90.16,0,1,Micro (<10K),Likely Organic,Review/Product Shoutout,Kid Toy,0,0,0,0,1,
207,245,The Cool Kids Channel,Sunday,33,17.1,0,1,Micro (<10K),Likely Organic,Review/Product Shoutout,Kid Toy,0,0,0,0,1,
289,245,The Cool Kids Channel,Monday,120,62.18,0,1,Micro (<10K),Likely Organic,Review/Product Shoutout,Kid Toy,0,0,0,0,1,
218,245,The Cool Kids Channel,Sunday,94,48.7,0,1,Micro (<10K),Likely Organic,Review/Product Shoutout,Kid Toy,0,0,0,0,1,
313,29743,The Gummy Channel,Wednesday,1319,4.89,0,1,Mid Scale (10K-100K),Likely Organic,Review/Product Shoutout,Kid Toy,0,0,0,0,0,
295,29743,The Gummy Channel,Wednesday,2766,10.26,0,1,Mid Scale (10K-100K),Likely Organic,Storytelling,Kid Toy,0,0,0,0,0,
463,12047,The Meg and Mo Show,Tuesday,2519,23.16,0,1,Mid Scale (10K-100K),Likely Organic,Challenge,Kid Toy,0,0,0,0,1,
372,12047,The Meg and Mo Show,Thursday,10926,100.45,0,1,Mid Scale (10K-100K),Likely Organic,Challenge,Kid Toy,0,0,0,0,1,
371,12047,The Meg and Mo Show,Monday,6431,59.12,0,1,Mid Scale (10K-100K),Likely Organic,Challenge,Kid Toy,0,0,0,0,1,
234,12047,The Meg and Mo Show,Wednesday,5199,47.8,0,1,Mid Scale (10K-100K),Likely Organic,Review/Product Shoutout,Kid Toy,0,0,0,0,1,
555,12047,The Meg and Mo Show,Sunday,2234,20.54,0,1,Mid Scale (10K-100K),Likely Organic,Challenge,Kid Toy,0,0,0,0,1,
388,12047,The Meg and Mo Show,Sunday,915,8.41,0,1,Mid Scale (10K-100K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,0,
429,12047,The Meg and Mo Show,Tuesday,2553,23.47,0,1,Mid Scale (10K-100K),Likely Organic,Challenge,Kid Toy,0,0,0,0,1,
368,12047,The Meg and Mo Show,Wednesday,5968,54.87,0,1,Mid Scale (10K-100K),Likely Organic,Challenge,Kid Toy,0,0,0,0,1,
628,12047,The Meg and Mo Show,Thursday,31650,290.98,0,1,Mid Scale (10K-100K),Likely Organic,Challenge,Kid Toy,0,0,0,0,1,
628,12047,The Meg and Mo Show,Friday,23227,213.54,0,1,Mid Scale (10K-100K),Likely Organic,Challenge,Kid Toy,0,0,0,0,1,
621,12047,The Meg and Mo Show,Saturday,727,6.68,0,1,Mid Scale (10K-100K),Likely Organic,DIY,Kid Toy,0,0,0,0,0,
742,12047,The Meg and Mo Show,Saturday,9707,89.24,0,1,Mid Scale (10K-100K),Likely Organic,Challenge,Kid Toy,0,0,0,0,1,
497,12047,The Meg and Mo Show,Tuesday,50419,463.58,0,1,Mid Scale (10K-100K),Likely Organic,Challenge,Kid Toy,0,0,0,0,1,
426,12047,The Meg and Mo Show,Thursday,41314,379.86,0,1,Mid Scale (10K-100K),Likely Organic,Challenge,Kid Toy,0,1,0,0,1,
287,12047,The Meg and Mo Show,Tuesday,8405,77.29,0,1,Mid Scale (10K-100K),Likely Organic,Challenge,Kid Toy,0,0,0,0,1,
287,12047,The Meg and Mo Show,Wednesday,20531,188.79,0,1,Mid Scale (10K-100K),Likely Organic,Challenge,Kid Toy,0,0,0,0,1,
287,12047,The Meg and Mo Show,Saturday,84271,774.91,0,1,Mid Scale (10K-100K),Likely Organic,Challenge,Kid Toy,0,0,0,0,1,
287,12047,The Meg and Mo Show,Saturday,17633,162.14,0,1,Mid Scale (10K-100K),Likely Organic,Challenge,Kid Toy,0,0,0,0,1,
471,12047,The Meg and Mo Show,Sunday,30515,280.6,0,1,Mid Scale (10K-100K),Likely Organic,Challenge,Kid Toy,0,0,0,0,1,
287,12047,The Meg and Mo Show,Wednesday,3198,29.41,0,1,Mid Scale (10K-100K),Likely Organic,Challenge,Kid Toy,0,0,0,0,1,
287,12047,The Meg and Mo Show,Thursday,6949,63.9,0,1,Mid Scale (10K-100K),Likely Organic,Challenge,Kid Toy,0,0,0,0,1,
221,12047,The Meg and Mo Show,Saturday,3276,30.13,0,1,Mid Scale (10K-100K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,
387,12047,The Meg and Mo Show,Saturday,20286,186.56,0,1,Mid Scale (10K-100K),Likely Organic,Challenge,Kid Toy,0,0,0,0,1,
471,12047,The Meg and Mo Show,Sunday,24868,228.69,0,1,Mid Scale (10K-100K),Likely Organic,Challenge,Kid Toy,0,0,0,0,1,
413,12047,The Meg and Mo Show,Tuesday,1083,9.96,0,1,Mid Scale (10K-100K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,0,
284,12047,The Meg and Mo Show,Wednesday,2633,24.22,0,1,Mid Scale (10K-100K),Likely Organic,Hacks/Insider Content,Kid Toy,0,0,0,0,1,
215,12047,The Meg and Mo Show,Tuesday,15579,143.28,0,1,Mid Scale (10K-100K),Likely Organic,Challenge,Kid Toy,0,0,0,0,1,
339,12047,The Meg and Mo Show,Thursday,11465,105.44,0,1,Mid Scale (10K-100K),Likely Organic,Challenge,Kid Toy,0,0,0,0,1,
336,12047,The Meg and Mo Show,Friday,18281,168.13,0,1,Mid Scale (10K-100K),Likely Organic,Challenge,Kid Toy,0,0,0,0,1,
244,12047,The Meg and Mo Show,Saturday,2758,25.37,0,1,Mid Scale (10K-100K),Likely Organic,Challenge,Kid Toy,0,0,0,0,1,
243,12047,The Meg and Mo Show,Sunday,6518,59.95,0,1,Mid Scale (10K-100K),Likely Organic,Challenge,Kid Toy,0,0,0,0,1,
242,12047,The Meg and Mo Show,Sunday,6890,63.37,0,1,Mid Scale (10K-100K),Likely Organic,Challenge,Kid Toy,0,0,0,0,1,
280,12047,The Meg and Mo Show,Monday,9927,91.3,0,1,Mid Scale (10K-100K),Likely Organic,Challenge,Kid Toy,0,0,0,0,1,
287,12047,The Meg and Mo Show,Tuesday,4020,36.97,0,1,Mid Scale (10K-100K),Likely Organic,Challenge,Kid Toy,0,0,0,0,1,
315,12047,The Meg and Mo Show,Sunday,549,5.05,0,1,Mid Scale (10K-100K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,0,
291,12047,The Meg and Mo Show,Tuesday,284,2.61,0,1,Mid Scale (10K-100K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,0,
485,12047,The Meg and Mo Show,Tuesday,2693,24.77,0,1,Mid Scale (10K-100K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,
288,12047,The Meg and Mo Show,Wednesday,544,5,0,1,Mid Scale (10K-100K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,0,
363,12047,The Meg and Mo Show,Monday,655,6.03,0,1,Mid Scale (10K-100K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,0,
853,196345,The Patsy Family,Sunday,0,0,0,1,Large Scale (100K-500K),100% Product Was Sent,Unboxing,Family Toy,0,0,0,0,0,
1782,196345,The Patsy Family,Sunday,0,0,0,1,Large Scale (100K-500K),Likely Organic,Unboxing,Family Toy,0,0,0,0,0,
402,196345,The Patsy Family,Wednesday,0,0,0,1,Large Scale (100K-500K),Likely Organic,Family Vlog,Family Toy,0,0,0,0,0,
1644,196345,The Patsy Family,Saturday,0,0,0,1,Large Scale (100K-500K),Likely Organic,Unboxing,Family Toy,0,0,0,0,0,
1708,196345,The Patsy Family,Wednesday,0,0,0,1,Large Scale (100K-500K),Likely Organic,Unboxing,Family Toy,0,0,0,0,0,
508,196345,The Patsy Family,Sunday,0,0,0,1,Large Scale (100K-500K),Likely Organic,Unboxing,Family Toy,0,0,0,0,0,
1061,136725,The Sassy Kids,Wednesday,10121,7.74,0,1,Large Scale (100K-500K),Likely Organic,Unboxing,Family Toy,0,0,0,0,0,
488,470754,The Toy Heroes,Friday,18025,3.88,0,1,Large Scale (100K-500K),Likely Organic,Storytelling,Storyteller,0,0,0,0,0,
277,470754,The Toy Heroes,Tuesday,9466,2.04,0,1,Large Scale (100K-500K),Likely Organic,Storytelling,Storyteller,0,0,0,0,0,
391,470754,The Toy Heroes,Friday,11613,2.5,0,1,Large Scale (100K-500K),Likely Organic,Storytelling,Storyteller,0,0,0,0,0,
290,470754,The Toy Heroes,Wednesday,102675,22.12,0,1,Large Scale (100K-500K),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
396,470754,The Toy Heroes,Monday,9045,1.95,0,1,Large Scale (100K-500K),Likely Organic,Storytelling,Storyteller,0,0,0,0,0,
233,470754,The Toy Heroes,Tuesday,5594,1.21,0,1,Large Scale (100K-500K),Likely Organic,Storytelling,Storyteller,0,0,0,0,0,
350,470754,The Toy Heroes,Friday,11153,2.4,0,1,Large Scale (100K-500K),Likely Organic,Storytelling,Storyteller,0,0,0,0,0,
282,470754,The Toy Heroes,Thursday,15424,3.32,0,1,Large Scale (100K-500K),Likely Organic,Storytelling,Storyteller,0,0,0,0,0,
350,1480,Tiffany Taylor,Tuesday,1312,92.39,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,
235,1480,Tiffany Taylor,Tuesday,885,62.32,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,
427,1480,Tiffany Taylor,Thursday,663,46.69,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,
596,1480,Tiffany Taylor,Wednesday,1171,82.46,0,1,Micro (<10K),Likely Organic,DIY,Kid Toy,0,0,0,0,1,
512,1480,Tiffany Taylor,Thursday,312,21.97,0,1,Mega (500K+),Likely Organic,Unboxing,Kid Toy,0,0,0,0,1,
618,950454,TiTi Toys,Saturday,127962,14.03,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,0,
1015,950454,TiTi Toys,Friday,40894,4.48,0,2,Mega (500K+),Likely Organic,Hacks/Insider Content,Storyteller,0,0,0,0,0,
1052,950454,TiTi Toys,Thursday,212241,23.26,0,1,Mega (500K+),Likely Organic,Review/Product Shoutout,Storyteller,0,0,0,0,1,
601,950454,TiTi Toys,Friday,30006,3.29,0,2,Mega (500K+),Likely Organic,Unboxing,Storyteller,0,0,0,0,0,
744,950454,TiTi Toys,Thursday,491900,53.92,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
777,950454,TiTi Toys,Sunday,920776,100.93,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
761,950454,TiTi Toys,Wednesday,55719,6.11,0,1,Mega (500K+),Likely Organic,Challenge,Storyteller,0,0,0,0,0,
646,950455,TiTi Toys,Monday,1027425,112.62,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1127,950455,TiTi Toys,Tuesday,497975,54.58,0,1,Mega (500K+),Likely Organic,Hacks/Insider Content,Storyteller,0,0,0,0,1,
616,950455,TiTi Toys,Saturday,35851,3.93,0,1,Mega (500K+),Likely Organic,Unboxing,Storyteller,0,0,0,0,0,
851,950455,TiTi Toys,Sunday,532607,58.38,0,1,Mega (500K+),Likely Organic,Challenge,Storyteller,0,0,0,0,1,
673,950455,TiTi Toys,Wednesday,1006654,110.34,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
674,950455,TiTi Toys,Saturday,48446,5.31,0,1,Mega (500K+),Likely Organic,Unboxing,Storyteller,0,0,0,0,0,
741,950455,TiTi Toys,Sunday,1025089,112.36,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
632,950455,TiTi Toys,Saturday,189271,20.75,0,2,Mega (500K+),Likely Organic,Unboxing,Storyteller,0,0,0,0,1,
610,950455,TiTi Toys,Friday,511625,56.08,0,2,Mega (500K+),Likely Organic,Unboxing,Storyteller,0,0,0,0,1,
823,950455,TiTi Toys,Saturday,661782,72.54,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
810,950455,TiTi Toys,Saturday,198264,21.73,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
737,950455,TiTi Toys,Friday,544489,59.68,0,1,Mega (500K+),Likely Organic,Hacks/Insider Content,Storyteller,0,0,0,0,1,
613,950455,TiTi Toys,Thursday,129419,14.19,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,0,
746,950455,TiTi Toys,Wednesday,404305,44.32,0,1,Mega (500K+),Likely Organic,Storytelling,Storyteller,0,0,0,0,1,
1774,950455,TiTi Toys,Thursday,1549842,169.89,0,1,Mega (500K+),Likely Organic,Unboxing,Storyteller,0,0,0,0,1,
682,950455,TiTi Toys,Wednesday,56910,6.24,0,1,Mega (500K+),Likely Organic,Unboxing,Storyteller,0,0,0,0,0,
631,950455,TiTi Toys,Monday,123292,13.52,0,1,Mega (500K+),Likely Organic,Review/Product Shoutout,Storyteller,0,0,0,0,0,
628,950455,TiTi Toys,Friday,79216,8.68,0,1,Mega (500K+),Likely Organic,DIY,Storyteller,0,0,0,0,0,
1625,950456,TiTi Toys,Sunday,946529,103.76,0,1,Mega (500K+),Likely Organic,Unboxing,Storyteller,0,0,0,0,1,
608,950455,TiTi Toys,Friday,460209,50.45,0,1,Mega (500K+),Likely Organic,Hacks/Insider Content,Storyteller,0,0,0,0,1,
1018,950455,TiTi Toys,Tuesday,1011188,110.85,0,1,Mega (500K+),Likely Organic,Unboxing,Storyteller,0,0,0,0,1,
930,950456,TiTi Toys,Thursday,1499875,164.42,0,1,Mega (500K+),Likely Organic,Hacks/Insider Content,Storyteller,0,0,0,0,1,
2280,1383216,TJ Wick (Hailey's Magical Playhouse),Saturday,122095,8.87,0,2,Mega (500K+),Likely Prodct Was Sent,Unboxing,Kid Toy,0,0,0,0,0,
0,0,TJ Wick (Hailey's Magical Playhouse),Tuesday,0,0,0,1,Micro (<10K),Likely Organic,Unboxing,Kid Toy,0,0,0,0,0,
662,54953,ToonToon Toys,Sunday,262,0.48,0,1,Mid Scale (10K-100K),Likely Organic,Storytelling,Storyteller,0,0,0,0,0,
455,54953,ToonToon Toys,Thursday,222,0.41,0,1,Mid Scale (10K-100K),Likely Organic,Storytelling,Storyteller,0,0,0,0,0,
1700,54953,ToonToon Toys,Saturday,243,0.44,0,1,Mid Scale (10K-100K),Likely Organic,Storytelling,Storyteller,0,0,0,0,0,
934,54953,ToonToon Toys,Wednesday,322,0.59,0,1,Mid Scale (10K-100K),Likely Organic,Storytelling,Storyteller,0,0,0,0,0,
